Q4Age,Q3Income,Q5Gender,Q4Marital,Q7Religion,Q8Caste,Q9FamilyNo,Q10Readwrite,Q11Qualificatio,Q12Occupatio,Q13.1Incomesour,Q14Electricity,Q14.2IfNot,Q15.1toilet,Q15.2toilet,Q19Land,Q22.1Loan,Satisfaction_from_service
57,20156,Male,Married,Hindu,Madheshi,12,Both Read & Write,Literate,Agriculture,No,Yes, ,Yes,Kachchi,1 ha,Yes,Satisfaction
38,19616,Female,Married,Hindu,T Janajati,4,Both Read & Write,School Level,Wage,No,Yes, ,Yes,Kachchi,1 ha,Yes,Satisfaction
50,16532,Male,Married,Hindu,T Dalit,5,Both Read & Write,School Level,Agriculture,No,Yes, ,Yes,Pakki,1 ha,No,Not satisfaction
69,15221,Male,Married,Hindu,T Dalit,6,Both Read & Write,Literate,Wage,No,Yes, ,Yes,Pakki,1 ha,No,Not satisfaction
27,5129,Male,Married,Hindu,Khas Aryan,7,Both Read & Write,Bachelor,Government Job,Yes,Yes, ,Yes,Pakki,1 ha,No,Satisfaction
50,8441,Male,Married,Buddhist,H Jananati,9,Both Read & Write,Bachelor,Agriculture,No,Yes, ,Yes,Pakki,1 ha,No,Little satisfaction
57,14835,Male,Married,Buddhist,H Jananati,6,Both Read & Write,School Level,Agriculture,No,Yes, ,Yes,Pakki,1 ha,No,Satisfaction
40,8810,Male,Married,Buddhist,H Jananati,7,Both Read & Write,School Level,Agriculture,No,Yes, ,Yes,Pakki,1 ha,No,Satisfaction
44,4019,Male,Married,Buddhist,Khas Aryan,7,Both Read & Write,Literate,Agriculture,No,Yes, ,Yes,Pakki,<1 ha,No,Not satisfaction
45,19291,Female,Married,Hindu,Newar,6,Both Read & Write,Literate,Agriculture,No,Yes, ,Yes,Pakki,1 ha,No,Little satisfaction
52,39750,Male,Married,Hindu,Khas Aryan,9,Both Read & Write,Plus Two,Agriculture,No,No,Tuki,Yes,Pakki,1 ha,No,Satisfaction
37,35266,Male,Married,Hindu,Khas Aryan,4,Both Read & Write,School Level,Agriculture,No,Yes, ,Yes,Pakki,1 ha,No,Satisfaction
42,29702,Male,Married,Hindu,Khas Aryan,4,Both Read & Write,Literate,Agriculture,No,Yes, ,Yes,Pakki,1 ha,Yes,Satisfaction
36,32287,Male,Married,Hindu,Khas Aryan,4,Both Read & Write,Bachelor,Agriculture,Yes,Yes, ,Yes,Pakki,1 ha,Yes,Satisfaction
24,36690,Male,Married,Hindu,Khas Aryan,3,Both Read & Write,Bachelor,Agriculture,No,Yes, ,Yes,Pakki,1 ha,Yes,Satisfaction
70,28632,Male,Married,Hindu,Khas Aryan,5,Both Read & Write,Literate,Agriculture,No,Yes, ,Yes,Pakki,1 ha,No,Satisfaction
21,7616,Male,Unmarried,Hindu,Khas Aryan,6,Both Read & Write,School Level,Agriculture,No,Yes, ,Yes,Pakki,1 ha,No,Satisfaction
53,9826,Male,Married,Hindu,Newar,6,Both Read & Write,School Level,Agriculture,No,Yes, ,Yes,Pakki,1 ha,No,Satisfaction
20,23369,Male,Unmarried,Hindu,Khas Aryan,6,Both Read & Write,Plus Two,Agriculture,No,Yes, ,Yes,Pakki,1 ha,No,Satisfaction
63,14630,Male,Married,Hindu,Khas Aryan,7,Both Read & Write,Literate,Agriculture,No,Yes, ,Yes,Pakki,1 ha,Yes,Fully satisfaction
45,18714,Male,Married,Buddhist,H Jananati,6,Both Read & Write,Literate,Agriculture,No,Yes, ,Yes,Pakki,1 ha,Yes,Satisfaction
35,30286,Male,Married,Hindu,Khas Aryan,5,Both Read & Write,Plus Two,Agriculture,No,Yes, ,Yes,Pakki,1 ha,No,Satisfaction
63,32634,Male,Married,Hindu,Khas Aryan,7,Both Read & Write,Literate,Agriculture,No,Yes, ,Yes,Pakki,1 ha,No,Satisfaction
25,32834,Male,Married,Hindu,Khas Aryan,5,Both Read & Write,Bachelor,Agriculture,No,Yes, ,Yes,Pakki,1 ha,No,Satisfaction
32,32591,Male,Married,Hindu,Khas Aryan,6,Both Read & Write,Bachelor,Agriculture,No,Yes, ,Yes,Pakki,1 ha,Yes,Satisfaction
38,38847,Male,Married,Buddhist,H Jananati,5,Both Read & Write,School Level,Government Job,Yes,Yes, ,Yes,Pakki,1 ha,Yes,Satisfaction
56,36847,Male,Married,Hindu,Khas Aryan,7,Both Read & Write,School Level,Agriculture,No,Yes, ,Yes,Pakki,1 ha,Yes,Satisfaction
56,31673,Male,Married,Hindu,Khas Aryan,4,Both Read & Write,Bachelor,Agriculture,No,Yes, ,Yes,Pakki,1 ha,Yes,Satisfaction
58,33404,Male,Married,Hindu,Khas Aryan,5,Both Read & Write,Literate,Agriculture,Yes,Yes, ,Yes,Pakki,1 ha,Yes,Satisfaction
58,27903,Male,Married,Hindu,Khas Aryan,7,Both Read & Write,Literate,Agriculture,No,Yes, ,Yes,Pakki,1 ha,Yes,Fully satisfaction
38,7972,Male,Married,Hindu,Khas Aryan,8,Both Read & Write,School Level,Agriculture,No,Yes, ,Yes,Pakki,1 ha,No,Fully satisfaction
21,8078,Male,Unmarried,Hindu,Khas Aryan,7,Both Read & Write,School Level,Agriculture,No,Yes, ,Yes,Pakki,1 ha,No,Satisfaction
25,19619,Male,Married,Hindu,Khas Aryan,6,Both Read & Write,Plus Two,Agriculture,No,Yes, ,Yes,Pakki,1 ha,No,Satisfaction
43,17609,Male,Married,Hindu,Khas Aryan,6,Both Read & Write,School Level,Business,No,Yes, ,Yes,Pakki,1 ha,No,Little satisfaction
25,16109,Male,Unmarried,Hindu,T Janajati,5,Both Read & Write,School Level,Others,No,Yes, ,Yes,Pakki,1 ha,No,Satisfaction
35,13531,Female,Married,Hindu,Khas Aryan,5,Both Read & Write,School Level,Agriculture,Yes,Yes, ,Yes,Pakki,1 ha,No,Satisfaction
53,23813,Male,Married,Hindu,Newar,6,Both Read & Write,School Level,Agriculture,No,Yes, ,Yes,Pakki,1 ha,Yes,Satisfaction
61,12474,Male,Married,Hindu,Khas Aryan,7,Both Read & Write,School Level,Agriculture,No,Yes, ,Yes,Pakki,1 ha,Yes,Satisfaction
35,29042,Male,Married,Hindu,Khas Aryan,7,Both Read & Write,Plus Two,Government Job,Yes,No,Tuki,Yes,Pakki,1 ha,No,Fully satisfaction
31,30263,Male,Married,Hindu,Khas Aryan,4,Both Read & Write,School Level,Agriculture,No,Yes, ,Yes,Pakki,1 ha,No,Satisfaction
38,37929,Male,Married,Buddhist,H Jananati,6,Both Read & Write,Literate,Agriculture,No,Yes, ,Yes,Pakki,1 ha,No,Little satisfaction
